Company Name,Company Link,Company Description
Smart RIA,https://www.smart-ria.com/,"Smart RIA is a fast-growing SaaS company well-positioned in the hot RegTech market. Our software automates and significantly simplifies the management of regulatory compliance for investment advisors.

    www.smart-ria.com"
smartTrade,https://www.smart-trade.net/,"Innovation, boosting technological change, anticipating future challenges and putting R&D at the heart of our business are all deeply embedded in our DNA. We are independent, venture capital backed and have a global presence. Our main priority: optimizing your growth potential.

    www.smart-trade.net"
Smartview 360,http://www.360smartview.com/,"360SmartView is an advanced safety e-screening solution that enables commercial vehicle enforcement officers to focus their resources on carriers most in need of intervention

    http://www.360smartview.com"
Smashdocs,http://smashdocs.net,"When creating content, teams are still tied to only halfway efficient processes. Documents have to be lavishly compared with questions such as ""Have you seen my last change?"" Team members are flooded with countless e-mails and need to work in multiple versions at the same time,
which is frustrating and deters them from the real work. That's why we developed SMASHDOCs.
SMASHDOCs has been developed on the basis of one's own needs, since there was no comparable solution to date. We wanted to create the conditions for teams to make informed decisions, save time and work together immediately. The mission of SMASHDOCs is to make collaborative word processing fast, convenient and online. Today we offer the best solution for a variety of industries. Businesses and individuals who revolutionize their way of working with us give us freedom and flexibility.
SMASHDOCs is a web application with an easy-to-use work environment where documents can be easily created and reviewed within companies or organizations. Instead of creating multiple versions, our collaboration platform archives all changes in a single version of the document. SMASHDOC's revolutionary and patented change history highlights every new change, eliminating time-consuming revision proofing.
The smartwork solutions GmbH was founded in 2013 with headquarters in Munich.

    http://smashdocs.net"
Snapclarity,http://snapclarity.com/,"Studeo is a content marketing platform that outputs highly engaging personalized interactive stories in an extremely scalable way. Integrating and repackaging online content (photography, video, 3D tours, cinemagraphs and more), Studeo enables brands to engage personally with audiences on masse while achieving maximum engagement and social sharing. Launching in Real Estate, Studeo has already gained the attention and usage of some of the industry's top brands across Canada and the United States. Now we are poised to enter into new verticals, closing our first contract with a U.S. luxury VRBO.

    http://snapclarity.com"
SnapDragon Monitoring,https://www.snapdragon-ip.com/,"Income of USD$125,000 to date, with ‘fake’ goods with a street value of over USD$10billion prevented from sale. 6/6 clients have recently renewed 12 month contracts, new clients won in Australia and Israel in last month. During proof of concept we have used a combination of algorithms and manual searches to identify infringing goods, and tenacity and languages to remove the links/sellers from sale. Such is this tenacity that we have been invited, twice, to Alibaba HQ in China to help advise on the best IP protection strategies for SMEs. With proof of concept, we are now ready to scale.

    www.snapdragon-ip.com"
SO-RA,http://so-ra.io/,"SO-RA is an air quality sensing and visualization unit that enables people to understand how their building breathes. We use machine learning sensor system providing real-time information concerning indoor air quality to impact health and lifestyle.

    http://so-ra.io"
Social Media Signage,http://www.socialmediasignage.nl/,"Social Media Signage collects all your social media information and put them into one screen

    http://www.socialmediasignage.nl"
Socialangel,https://socialangel.io/en/,"Socialangel is a data-powered digital solution built to successfully promote businesses on Facebook in a simple and affordable way. They built the first virtual social consultant that leverages AI technology to establish best practices and automate the process of Facebook posting and advertising.
This allows companies to rapidly scale their social media marketing activity at a fraction of the cost of an agency or a consultant. Their Web and mobile app provide clients with a step-by-step guide, enabling them to create meaningful, relevant content to posts on Facebook, engage and optimise the most relevant targets and be as effective as an experienced social media manager. They are looking to fill a void in the marketplace, allowing limitless economic benefit through a low cost solution for customers. For the cost of a coffee per day, They already helped over 100 companies grow revenue >30% while slashing the costs of social media consultants by >90%.

    socialangel.io/en"
Sofatutor,http://us.sofatutor.com/,"sofatutor.com empowers K-12 students by providing them with the tools to take control of their own learning on our unique and powerful study platform. Our short, animated video lessons explain complex topics in an easy-to-understand way, using immersive storytelling to keep students excited about their studies.

    http://us.sofatutor.com"
Software with Emotion,http://swe.com.pt,"SWE provides tools for retailers to understand, in real-time, who exactly are their customers through social analytics. With SWE, the retailer is able to dynamically adapt to each individual customer in ways such as presenting dynamic discounts (individualized price differentiation) or be alerted when a VIP customer is present.SWE is a per-store subscription service that manages white-label mobile apps that the retailer uses to provide personalized in-store experiences to their customers. It requires no hardware and can be used by any store of any size anywhere in the world! Website: www.swe.com.pt

    http://swe.com.pt"
Solar Monitoring,,"Solarmonitoring is a leading Czech company in the field of monitoring and diagnostics of photovoltaic power plants. It has been on the market since 2009, when it came with a revolutionary software solution to increase efficiency in the operation of renewable energy sources. Since then, it has been cooperating with both major electricity generators and distributors in the Czech Republic and with many banking institutions involved in the construction of solar power plants. He is also actively engaged in research into the development of new technologies for photovoltaic power plants and has extensive contacts in the academic sphere. Thanks to this progressive approach, it keeps on a high technological level and is able to bring new inspirational elements to its field evidenced by the constant effort of competitors to copy the SOLARMON system."
Somhome,https://somhome.com/,"Somhome is a real estate website meets dating website. The innovation is to introduce matching in the flat/apartment searches. We concentrate on renting, subletting, and roommates only. Thanks to our system we save time and money for everyone looking for housing solutions... Its totally free (no broker fees).

    somhome.com"
Sounday Music,http://www.soundaymusic.com/,"Sounday Music is a Digital Music Ecosystem which is a web-mobile platform offering advanced solutions and services to people active in the music world. Our platform is easily accessible and usable, all within a single online destination.

    http://www.soundaymusic.com"
Soundscape Factory,https://www.soundscapefactory.de,www.soundscapefactory.de
Sourcecall,http://sourcecall.com/,"Sourcecall’s custom video calling solution and payment processing allows users to book video talks with celebrities for a fee, which is also donated to a charity. They provide custom video calling solution and payment processing which allows users to earn money in exchange for their services.

    http://sourcecall.com"
SPAtacular,http://puirite.ch,http://puirite.ch
SpazioDati,http://spaziodati.eu,"We're building a Business Knowledge Graph that contains hundreds of millions of facts about companies and businesses worldwide sourced from official company registries, partners and the Web. On top of it it sits a semantic engine API that reads any kind of document (including short ones like tweets), finds mentions of companies and persons and links it to the graph, from which the user can get additional data about them. Both the graph and the semantic engine are accessible as freemium SaaS APIs.

    http://spaziodati.eu"
Spideo,http://spideo.com,"The Spideo Personalization solution provides multi-factor recommendation and smart data tools allowing multimedia platforms to offer their customers a more precise and personalized way to explore their catalogue.

    http://spideo.com"
Spider Labs,https://spideraf.com/intl/en,"Spider Labs is a cybersecurity company based in Tokyo and Lisbon. Spider Labs protect internet services with their AI-driven ad fraud detection tool Spider AF. Digital advertisements are how many times people click an ad. Ad fraud is when malicious individuals abuse this to steal ad revenue. $19B was wasted on Ad fraud in 2019. BANK OF INNOVATION is one of their clients and has a monthly budget of $500,000 for digital advertisements, but 30% of it was wasted on ad fraud. By utilizing SpiderAF, they reduced their monthly budget to $300,000, and still are still attaining the same new user amount every month. For every $1 spent on SpiderAF, they save more than $50.

    spideraf.com/intl/en"
Spinal Dynamics,http://www.spinaldynamics.ch/,"A medical software providing diagnostic and surgical guidance for patient-specific spinal cord stimulation therapies.
""""""

    http://www.spinaldynamics.ch"
SponsorMyEvent,https://www.sponsormyevent.com,www.sponsormyevent.com
Sports Tracker,http://sports-tracker.com,"Track running, cycling and walking distance with stats and analyze customer support

    http://sports-tracker.com"
SportSetter,https://polkuapp.com/en/exercise,"When they joined our program, Polkuapp was known as SportSetter.cSportSetter is a social fitness platform that uses proprietary 'matching technology' to link up health and fitness providers with customers.

    polkuapp.com/en/exercise"
SportsHi,http://www.sportshi.io/,"The SportsHi mission is to become the home of high school sport throughout the United States. SportsHi is a high school sports network, empowering students to be active and engaged with both sports and their communities. Our network will essentially be owned by the high school students themselves, think the ESPN for high school sport, although the students are the journalists/curators, and the app provides team management software for teams and schools (at a premium). Coaches, parents and fans will have access to SportsHi although their permissions will be restricted based on their roles.

    http://www.sportshi.io"
Spotfolio,https://spotfolio.com/%20,"Spotfolio offers an innovative SAAS application for global technology scouting.
With this application, it is now possible to
• locate existing high-tech companies and their business models and technologies worldwide as well as
• automatically detect new technologies and business models via automated alerts at the earliest possible date.
By using algorithms from the field of machine learning, forecasts can be made about the development of technology segments.

    spotfolio.com/%20"
SqueezeCMM,http://www.squeezecmm.com,"Enterprise content marketing performance measurement platform

    http://www.squeezecmm.com"
Stamped Technologies,https://stamped.ai/,"Stamped is a tech-enabled audit firm that takes care of your year-end financials in a fast and affordable way.

    stamped.ai"
Standard Access,http://web.standardaccess.co/,"Is an IOT & Blockchain hybrid lock & hub that allows building access by smartphone integrated with a client management platform.

    http://web.standardaccess.co"
STASH,https://www.stashdaddy.com/,"STASH is data-centric protection, the technology protects your DATA. Everything that you value most is made unrecognizable by multiple privacy and security methods.

    www.stashdaddy.com"
Statusdroid,https://www.statusdroid.com/,"In the age of online business, anyone can create their own website using templates and a content management system. Website monitoring, however, remains in the hands of IT experts. We have simplified the way website monitoring works so that anyone without a deep knowledge of IT can take care of their websites. When a technical problem occurs, Statusdroid sends a notification to the website owner and at the same time automatically posts an apology message to the website’s public status page. Facebook and Twitter switch off Google AdWords or Facebook Ads. This way we save the owners' money and good reputation.

    www.statusdroid.com"
Stay22,https://www.stay22.com/,"Find places to sleep near your favourite event, concert, neighborhood, landmark, street address, venue, team, artist, business.

    www.stay22.com"
SThAR,,
Stilnest,http://stilnest.com,"Stilnest connects the most inspiring fashion professionals and their communities through the power of 3D printing. Get exclusive access to fine statements that are designed to spread from Berlin to New York, from Capetown to London – wherever you are.

    http://stilnest.com"
StoreMe,http://getstoreme.com/,"Here's not just two, but a few! In January 2017, my partners and I launched Blender Workspace for high-caliber professionals and teams in New York City. Blender is serving a higher end segment in a maturing market, and is enjoying significant success. In January 2009, my partner and I started the first food truck business in Washington DC, know as the Fojol Bros. With Fojol, we were first to market in DC, had an amazing business concept/brand, and after 8 months were featured in a GQ article on the food truck industry. Unfortunately, regulation and competition undermined our ability to adapt more

    http://getstoreme.com"
Story&,http://www.storyand.com/%20(Closed),"< THIS STARTUP IS NO LONGER IN BUSINESS > 
Story& has created a device that allows a mother to receive her fetal ultrasound video on her smartphone. This timeline of their baby’s life will be kept on their alternative social sharing platform. This platform will serve as a precursor to other social media services like facebook.

    http://www.storyand.com/%20(Closed)"
Storygami,https://my.storygami.com/#login,"Storygami is an online authoring tool that allows users to 'layer' interactive elements over online video. Storygami aims to solve a problem for content creators. Imagine watching a news report from Sudan and being able to bring in articles or data from around the web and fold them over the video itself

    my.storygami.com/#login"
Storyon,http://storyon.us/,"Storyon helps closed communities and common interests stay connected through their own social networks.

    http://storyon.us"
Studeo,http://studeohq.com/,"<span style=font-size: 13px; font-family: arial, sans, sans-serif;"" data-sheets-value=""""{""1"":2

    http://studeohq.com"
Stuffle,https://stuffle.it/,"Stuffle is a mobile flea market app that helps to get rid of stuff you don’t need anymore and shows you great stuff nearby. The offers are displayed in a beautiful picture wall

    stuffle.it"
Stylewhile,http://www.stylewhile.com/,"Stylewhile creates next generation fashion shopping experience on mobile. With Stylewhile, users can try and buy outfits instead of just clothes. Based in Helsinki, Finland, Stylewhile targets the US apparel e-commerce with a strong team with backgrounds in games, e-commerce and apps

    http://www.stylewhile.com"
Sunbeat,http://sunbeat-uv.com/,"Sunbeat helps you deal responsibly with UV radiation in the sunlight.

    http://sunbeat-uv.com"
Supper,http://supper.mx,"If you love music, food, drinks, and places with the perfect vibe, we want you. Share your favorite place to eat, drink, party, or chill to join our list of trusted curators from around the world.

    http://supper.mx"
Surfboard,http://www.surfboard.one,"Surfboard is an event discovery, video-sharing app that shows you the best events happening around you.

    http://www.surfboard.one"
Sweeber,https://sweebr.com/,"Sweebr.com offers a 100% HTML5 POS-system that truly just needs a browser and thus (opposed to 95% of the 2.0 POS-startups that depend on iOS) to enable real time retailing. Its software runs on 6 years old Windows touch screen PC's, iPads, Android tablets - any OS.

    sweebr.com"
Swift Shift,http://www.swiftshift.com/,http://www.swiftshift.com
Synapse,http://www.synapse-corp.com,"""DEPPARI is industry's first Business Travel Management service incorporating AI suggestion engine for personalized travel itinerary and ticketing, and connected to cloud-based accounting services through API with an option to custom fit into customer's existing accounting systems. Unlike other online travel agencies such as AI Travel and Border, etc., DEPPARI is vendor agnostic for a wide selection of travel plans offered by various travel agencies including AirTrip, HIS, JTB, and so on. Also DEPPARI provides virtually labor-free customer service which is an imperative mode of operation for the travel agencies in the Covid challenged world, where travel agencies face extreme pressures from cost reduction and service quality with supporting business travel customers.
Also provided by DEPPARI through its companion suite of apps are automatic expense reporting and submission to cloud-based accounting services, such as freee and Yayoi-kaikei, as well as advanced payroll payment and petty-cash elimination through the use of financing service by our partner, also single-point-of-access for multiple messaging/email services for maximum productivity in the current work-from-home business environment.
Through its easy to use function of DEPPARI, SMBs will be quick to adopt DX""

    http://www.synapse-corp.com"
Synapticon,https://www.synapticon.com/,"Synapticon is a technology company focusing on the transition band between advanced software and electromechanics. The company is based in Schönaich (Stuttgart)/Germany, with offices in Redwood City/California, Shanghai/China and Belgrade/Serbia. Our mission is to rethink and deliver solutions for embedded computing and control systems to improve the future progression of robotics, automation and the internet of things. We are committed to expediting technical progress and integrate it into products and services that enable our customers to provide leading-edge, high-quality products. Our team is comprised of technology enthusiasts from all over the world, with expertise in various areas of engineering and management. Our common passion is to develop advanced technologies, sophisticated products, serve customers in challenging projects and to build an innovative as well as sustainable corporation.

    www.synapticon.com"
Syncfony,http://Syncfony.com,"Syncfony is one of the world’s largest and most popular services for backup, storage and synchronization of personal data from a mobile device to the cloud. Syncfony is a secure way how to manage contacts, calendars, sms messages, photos and videos via internet interface. But They are trying not to be just a synchronization and backup service, but also a favorite management tool. Syncfony supports almost 7000 devices which can be easily synchronised so it will never happen that you lose your worth and valuable contact, messages or photos.

    http://Syncfony.com"
Synergistic Creations,http://www.myknktd.com,"The KnKt’d Health platform (App/Encrpted cloud database/Provider Portal) is designed to capture daily patient data, cultivate engagement and track clinical outcomes. Each colored square in the provider portal is an individual tracking module bringing in real-time data, graded on a Likert scale and color coded for quick and easy visual digestion. HIPAA compliant, EHR bridgeable, intuitive, easy to use and infinitely scalable.

    http://www.myknktd.com"
T3K Forensics,http://www.t3k-forensics.com/en/,"T3K-Forensics brings artificial intelligence to mobile forensics, developing state-of-the-art software for automated analysis of smartphone data extractions, to help simplify and speed up mobile forensic investigations. T3K-Forensics’ analytic solutions are used by law enforcement and immigration authorities, complementary to the most commonly used smartphone extraction toolkits.

    http://www.t3k-forensics.com/en"
TAILORU,https://tailoru.com/,"TAILORU helps tailors, makers, and boutique brands to deliver custom fit products with our 100% virtual custom-made marketplace and fit tech toolbox such as AR/Computer Vision remote measuring and fit data analytical platform.
At TAILORU, we believe that the future of humanity depends heavily on our investments in creativity and craftsmanship. Furthermore, the future of retail and e-commerce is personalization. We reach beyond the conscious consumers into the mass market with products which are better fit, better quality, impactful, sustainable and within reach.

    tailoru.com"
Talent Sentiment,http://talentsentiment.com/,"Talent Sentiment is a real-time employee engagement and organizational climate monitoring platform! A beautiful, intuitive mobile and web app that allows Employees raise issues and opinions, Managers to post targeted quick surveys to their teams, and corporate leadership and HR to monitor the advancement or deterioration of key performance organizational dimensions.

    http://talentsentiment.com"
Tall Poppy,http://tallpoppy.com,"Tall Poppy helps companies protect their staff from online harassment through their SaaS security platform and expert incident response services.

    http://tallpoppy.com"
TalMix (MBA & Co),https://www.talmix.com/,"Talmix (Previously MBA & Co) instantly matches client requirements to independent business talent from its global pool of 40,000 consultants
 

    www.talmix.com"
Taringa,https://www.taringa.net/,"Taringa! is a social platform where millions of users share all different kinds of content. Sharing is done through different sections of the site such as posts, shouts (micro- content) and communities. The community comments on and evaluates said content. Taringa! allows for freedom of expression, thoughts, and ideas with millions of people around the world. Apart from the social platform, Taringa has an official music channel for streaming called Taringa! Music, a section for online video games called Taringa! Games. Taringa is one of the most visited sites in Latin America.

    www.taringa.net"
TatJack,https://tatjack.com/,"TatJack works with both tattoo artists and tattoo seekers to provide a national directory of body art specialists. We solicit submissions from permanent tattoo artists who are currently seeking new clients. Prospective clients can browse our directory or search by location, then reach out to artists to book an appointment directly through our mobile apps.

    tatjack.com"
Taxbutler,https://taxbutler.de/,"The first mobile application that creates a tax return only from pictures (photographed with a smartphone) of bills and documents. Taxbutler is a software solution that is installed as a mobile application on the customers' smartphone. With this app, the customer can create a tax declaration with very little effort: In the current year the customer uses the app and photographs his documents. The photos of the documents are recognized, evaluated and ordered by the software (OCR). An intelligent algorithm generates the tax declaration with the data from the documents. The tax declaration is transferred from the app to the Financial Department. This kind of tax declaration is accepted and preferred by the Financial Department. An additional Elster registration is not necessary. Taxbutler has successfully completed its Proof of Concept with more than 1,000 tax declarations. The product is available in the app stores of Google and Apple for download.

    taxbutler.de"
Taxfyle,http://taxfyle.com/,"Taxfyle matches you with a tax pro to file your taxes for you. Spend less time worrying about taxes and more time enjoying your life.

    http://taxfyle.com"
TBD,,
Tech4Team,http://tech4team.fr/en/,"Tech’4’Team is the first European startup that develops a Yield Management software, Arenametrix, especially designed for cultural and sport organizations. Arenametrix is a software solution made of two add-on modules:-Arenapublics: an intelligent CRM Arenapricing: Yield management and sales monitoring tools Connected in real time with all the ticketing softwares of the market, Arenametrix offers to event organizers the tools to centralize, format and enrich their own sales and publics data. Arenametrix also permits to forecast sales trends, from historical and exogenous data such as the weather, and gives recommandation about the comercialization strategy to adopt.

    http://tech4team.fr/en"
TechBlackHole,http://www.techblackhole.com/,"TechBlackHole has developed an online platform for explainer videos. While other platforms explain everyday issues, such as how to cut an onion, TechBlackHole tackles complex technology by providing high production value and short explanations to simplify the subject for the general public. Through the platform, TechBlackHole plans to create a new marketplace for the purchase and exchange of very complex technological advancements.

    http://www.techblackhole.com"
Tecnova,,"Tecnova is an international company dedicated to consulting, custom software development, and integrated IT solutions mainly in telecommunications, government, and insurance sectors. Tecnova offers quality customized services and develops solutions over platforms like Oracle and Microsoft.Solutions and services offered by Tecnova are oriented to high performance and systems complexity, operating in connection to databases or large volumes of information (also integration to legacy systems), requiring secure transactions and a quality service for its users."
Teemeo,http://teemeo.com/,"TEEMEO gives this time back through a unique and intuitive web tool. It allows managers to see instantly what needs to be done and what's happening in the environment.

    http://teemeo.com"
TeleRetail,https://www.teleretail.com,www.teleretail.com
Testfabrik,http://testfabrik.com/,"Testfabrik AG develops webmate - an integrated test automation platform for web testing. Webmate is the future of test automation and combines established methods with novel approaches to successfully meet the challenges of modern web development.

    http://testfabrik.com"
TEXEL,http://texelvr.com/,"Texel makes it possible for you to offer your viewers virtual seats for live events. They will experience events as never before – as if they were physically at the venue, in the arena or at the pool, significantly increasing their engagement and your revenue.
Texel scales the venue experience by enabling virtual presence in 8K resolution with over 80% bandwidth reduction. Texel streamlines the entire VR experience and empowers you with very short time to market.
Texel’s customer base includes already leading content platforms, telcos, and OEMs.

    http://texelvr.com"
Texta,https://www.playtexta.com,www.playtexta.com
ThankFrank,,Empowering Online Communities to use their collective Influence to earn and support charities.
The Art place,http://theartplace.com/,"The Art Place is the first community to have a universal, digital, and social vocation in the art market. Its mission is to open up the art world by creating a direct link between the different people involved.

    http://theartplace.com"
The ID Co.,http://www.theidco.com,"Increased our Monthly Recurring Revenue from zero to £40k+ per month. Signed now over 25 customers and while the first few were small we now have Marlette in addition to Prosper Marketplace (two billion dollar lenders in the US) and critically a number of UK bank customers (albeit small) who have taken DirectID to the regulators with no pushback in addition a number of exciting opps late in the pipeline. With the existing customers, many yet to launch, have the potential of generating an additional £30k to £50k in MRR taking us closer to our breakeven. Compound monthly successful transaction volume of 34% since the start peaking at 86% for the 6 months before Prosper’s setback and now recovering with 26% over the last 3 months.

    http://www.theidco.com"
The Peak Lab,https://thepeaklab.com/en/,"The peak lab is a designdriven software company dealing in the digital

    thepeaklab.com/en"
The Regeneration,https://theregenerationmag.com/,"The Regeneration Magazine highlights creatives, thinkers, artists, and entrepreneurs who are making waves in the environmental movement and changing the conversation about climate change. The publication offers something that traditional media outlets do not when it comes to covering the climate crisis: hope. The magazine, available in digital or print, showcases the good news when it comes to climate change, namely the work of real people doing real work right now to solve the climate crisis.

    theregenerationmag.com"
The Super Driver IoT Solutions,http://thesuperdriver.com/,http://thesuperdriver.com
TheMarketsTrust,http://themarketstrust.com/,"Combining Big Data and Machine Learning to achieve productivity TheMarketsTrust is building the first real-time rating platform of the world where ratings are produced in near real-time by using advance models that are designed by a team of subject matter experts. Using artificial intelligence (AI), big data analytics and market news analysis, and combining quantitative and behavioral models, it completely automates the quantitative and qualitative assessment of credit risk on any class of financial instruments. In this way, it address the need for cost effective, unbiased, accurate, timely and predictive ratings. In so doing, it is solving the asymmetric information problem as well as the issue & payer conflict of interest and protecting investors by sending them early warning signals on financial market crash.

    http://themarketstrust.com"
Themechat,http://www.themechat.net/,"Theme Chat is a messenger by topic, a service that is as organized as email, and as accessible as popular messaging apps.
Theme Chat​ enables multiple chats between two people or groups, organized by subject and easily searchable.

    http://www.themechat.net"
Thirdshelf,http://www.thirdshelf.com/,"Thirdshelf allows SMB retailers to quickly create and launch a branded mobile app and a powerful loyalty program. Its simple and quick, no technical skills required. Thirdshelf allows advanced customer targeting, push notifications, iBeacon integration, and enables amazing in-store experiences. It's the best mobile loyalty deployment a retailer can get, on an affordable monthly license, and deployed in weeks.
 

    http://www.thirdshelf.com"
THJNK,https://www.thjnk.de/en/,"THJNK is a full-service agency. From A as in app to W as in web design. And if someday somewhere somebody invents a channel or discipline, starting with X, Y or Z – we’re more than ready to take up the challenge.

    www.thjnk.de/en"
Throb,https://www.throb.life/,"The company aims to become the foremost Next-Gen IoT Healthcare Devices manufacturer and service provider. Currently the Throb is developing an innovative Medical Device which has potential to save lives of Pre-mature Babies. Sarvesh Karkhanis, the Founder of Throb had developed the device as part of his senior capstone project in college. In long term, the company plans to have multiple highly use-case driven innovative IoT-enabled medical devices in the company's portfolio. The company has also planned to create a data platform and protocols for IoT Medical Devices.

    www.throb.life"
Tibtop,http://www.tibtop-connect.com,"Tibtop® is a leading brand for personalized soccer accessories. 
They are the creators of Tibtop Connect™, the first-ever connected shin-guard providing an invisible and comfortable performance measurement solution for ALL soccer players. Positioning and Movements, Speed, Distance, Pace, Force of Strike... All these indicators can now be followed precisely and shared by all players, at all levels, and at any age.

    http://www.tibtop-connect.com"
Tickaroo,https://www.tickaroo.com/,"Cutting-edge technology for professional reporters and communicators. Easily collaborate, curate and publish your live news, sports or events without the hassle of other content management systems.

    www.tickaroo.com"
Tier1,,TIER1 is an IT company integrator focused on integrate software and IT projects for Retail and Industry sectors
Tiltsta,http://www.tiltsta.com/,"Tiltsta turns fashion videos into mobile shopping experiences
- Impulse buying at the flick of the wrist.
- Watch a vertical full-screen video inside your social app (ie. Instagram)
- Fall in love with that dress you are seeing
- Add it to your list without any interruptions and keep watching
- Browse your shortlist and check-out
- You are still in your social feed where you left off

    http://www.tiltsta.com"
TLC Engine,,"Mortgages account for only 50% of the actual cost of home ownership, so where is the rest of it? That is what TLCengine solves for. We enable real-time solutions for home buyers and real estate agents by incorporating our patent-pending TLC (True Lifestyle Cost TM) search algorithm into the home-buying process which gives the actual total monthly cost of living in a any home."
TMT Ratings,,"Combining Big Data and Machine Learning to achieve productivity
TheMarketsTrust is building the first real-time rating platform of the world where ratings are produced in near real-time by using advance models that are designed by a team of subject matter experts. Using artificial intelligence (AI), big data analytics and market news analysis, and combining quantitative and behavioral models, it completely automates the quantitative and qualitative assessment of credit risk on any class of financial instruments. In this way, it addresses the need for cost effective, unbiased, accurate, timely and predictive ratings. In so doing, it is solving the asymmetric information problem as well as the issuer & payer conflict of interest and protecting investors by sending them early warning signals on financial market crash."
Tonki,https://www.tonki.com/it/en/,"Tonki is a cool & eco-friendly frame. It's made of one single sheet of cardboard die cut with a unique design. We print your pictures directly on Tonki's 1 sq. foot front side and then ship it to your home. Just like Tonki itself, the packaging is eco-friendly cardboard with colorful instructions for an easy assembly - the funniest part of it all! You can hang Tonki on a wall or lay it around.

    www.tonki.com/it/en"
Toposens,https://toposens.com/,"Toposens enables better close-range perception and automation capabilities for robotics & autonomous driving. Our proprietary software stack makes autonomous systems more efficient and
intelligent and is based upon the world’s first 3D Ultrasonic Sensor that uses sound to support robust, low-cost and precise 3D vision. Unlike existing sensor technologies that can be negatively impacted by light conditions, reflections, and weather, Toposens sensor vision uses echolocation to generate robust, real-time 3D point clouds to guide autonomous systems across a variety of applications, even in the most difficult environments. Robots can use the technology for mapping, collision avoidance and navigation, while automotive applications range from autonomous electrical charging robots to autonomous valet parking for increased safety and comfort.""

    toposens.com"
Total Boox,http://www.totalboox.com/,"Total Boox is the shortest distance between a book and a reader.

    http://www.totalboox.com"
trackle,http://www.trackle.de,http://www.trackle.de
TradeRocket,http://www.traderocket.net/,"TradeRocket's SaaS solution enables supply chain finance for businesses of all sizes.

    http://www.traderocket.net"
Travel a la Carte,https://www.t-alacarte.com/,"Travel a la carte is a travel and fintech app. In just a few clicks you book your entire stay including flight tickets, accommodation, events and attractions. The user purchases everything in one place with one payment within the platform. Travel a la carte is a simple and user-friendly travel application that allows users to book their entire trip all on one platform with only one payment. Just press book and you’re ready to go with all your flight tickets, hotel bookings and event tickets in one place.

    www.t-alacarte.com"
Trilo Interactive,http://www.triloapps.com,"Trilo creates educational and gamificated apps for kids with a focus on reading and writing comprehension. We believe Motivation drives knowledge. Today we see how children and young people learn languages through games and activate themselves physically through Pokémon GO. Major challenges for parents and teachers on the door if they want to keep track of their children's knowledge development.
 

    http://www.triloapps.com"
Trilogy Mentors,https://trilogymentors.com/,"Trilogy Mentors works with large, educational organizations to provide engaging academic support programs for their students, at scale. We do this by leveraging technology and holistic education, to deliver an ethical and effective online learning experience. 

    trilogymentors.com"
TRINUS,https://trinus.jp/,trinus.jp
Triple W,https://www.dfreeus.biz/,"DFree® is the first wearable device to predict when you need to go to the bathroom. Designed primarily for seniors and people with disabilities who suffer from loss of bladder control, it continuously monitors your bladder and sends timely notifications to your phone when it’s time to go. As a result, you no longer have to worry about accidents and have a safe and cost-effective alternative to diapers and medications. This device will also significantly reduce the burden for caregivers who need to provide bathroom assistance. DFree provides the freedom to live an active lifestyle without worries.

    www.dfreeus.biz"
TripMedic,https://tripmedic.com/,"TripMedic is a multilingual medical service providing in-language assistance for the 275 million travelers, expats, and immigrants who need it around the world each year. We bring comfort to people who get sick away from home. All it takes is a few clicks to book a consultation and our live concierge service will immediately set you at ease. Where coverage is difficult, we provide video consultations and medical translation capabilities to ensure better outcomes.

    tripmedic.com"
Tripsnote,https://tripsnote.com/,"Create a profile and start your journey! You can geo-tag your itinerary, photos, videos and notes on the map. Follow the profiles of other travelers or just a single trip you are really interested in. If you need any advice about your next trip just ask the community Remember that sharing the passion for travel is Tripsnote’s philosophy! Unfortunately, Tripsnote has closed.

    tripsnote.com"
Triventy,http://www.triventy.com/,"Triventy provides a collaborative educational platform, utilizing any browser-enabled device as an interactive response remote. It enables teachers to interact with the students during the lesson by sending them quizzes, surveys and other tasks straight to their handheld devices, turning them instantly to active participants.

    http://www.triventy.com"
Trixspot,http://www.trixpot.com,"Trixspot provides personalized mobile dashboards with real-time information about operational and financial progress of a company or total investment portfolio. Its user-friendly application seamlessly integrates with bookkeeping, ERP and other applications. The user determines what data can be used per stakeholder or for public use. Each stakeholder can enrich the information with data from their own systems or databases. Via special algorithms Trixspot can provide indicators of the performance of a company based on multiple sources of data.

    http://www.trixpot.com"
Trusst Lingerie,https://www.trusstlingerie.com/,www.trusstlingerie.com
Trusted Blogs,https://www.trusted-blogs.com/,"Our blog magazine is unique: we showcase content from thousands of blogs, and do not group it into categories. Instead, all blog posts are grouped and displayed based on existing keywords. This makes the magazine the perfect blog search engine!

    www.trusted-blogs.com"
Trustpilot,https://www.trustpilot.com/,"Trustpilot is an open, review-driven community connecting online consumers with the companies they buy from.

    www.trustpilot.com"
TrustStamp,http://truststamp.net/,"TrustStamp is the only objective tool to solve a chronic problem in a market experiencing exponential growth. Disruptively low cost / high margins. Trust Stamp protects against identity theft

    http://truststamp.net"
Trusty.care,https://trusty.care/,"Trusty.care helps you demonstrate concrete savings, personalize ways to save on filling prescriptions and help you direct your members to stay in-network for medical services, and shows the right insurance plan for each individual.

    trusty.care"
