"Company Name","Location","Status","Company Contact","Company Contact Title","Primary Sector","Primary Sub-Sector","Primary Focus","Primary Target/Tech/Product","Secondary Sector","Secondary Sub-Sector","Secondary Focus","Secondary Target/Tech/Product","Description","Problem","Solution","Tags","URL","QFC Awardee","Blue Knight","Site Head"
"Achelois Cell Therapy","JLABS @ Shanghai (Shanghai), JLABS @ SSF (South San Francisco)","Current Resident","","","Pharmaceuticals","Oncology","Solid Tumor Targeted Therapy",,,,,,"Oncology company focused on developing technologies to reprogram T cells - our bodies' natural protectors - into powerful medicine for controlling and eliminating established tumors.","The success of checkpoint blockade and chimeric antigen receptor T cell (CAR-T) therapies illustrates the power of our own T cells – when properly engaged – in controlling and eliminating cancer. However, checkpoint blockade therapies are only effective in a small fraction of cancer patients, and CAR-T therapies are generally ineffective in solid tumors.","To enable T cell therapy for all solid tumors, it is essential to learn how to reprogram antigen-specific T cells so that they can overcome the extensive suppressive barriers in solid tumors. To this end, we carried out about 200 phenotypic screens in mice to search for genetic-enhancing modifiers (GEMs) that can be used to overcome the barriers for antigen-specific T cells to function in established solid tumors. We have discovered GEMs that control novel pathways and demonstrated their power in reprogramming tumor-targeting T cells to eliminate established solid tumors. Our GEMs are broadly applicable to reprogram all tumor-targeting T cells, such as T cells with anti-tumor T cell receptor (TCRs) or CARs, tumor-infiltrated lymphocytes (TILs) enriched for polyclonal anti-tumor T cells, and dendritic cell-derived anti-tumor T cells.","Oncology, Genetic Enhancer Modifiers","https://jnjinnovation.com/JLABSNavigator/company/Achelois_Cell_Therapy","No","No",""
"Acomhal Research, Inc.","Virtual (Virtual), JLABS @ Washington, DC (Washington, D.C.)","Current Resident","","","Pharmaceuticals","Oncology","Solid Tumor Targeted Therapy",,"Pharmaceuticals","Oncology","Platform",,"Acomhal Research, Inc. is developing new proprietary drugs to more effectively treat primary cancer tumors resulting in less recurrence and fewer metastases, thereby improving patient outcomes.","Cancer still remains the 2nd leading cause of death in the USA with 1.9 million new cancer cases resulting in 600,000 deaths per year (1,600 deaths per day). In fact, 40% of men and women will be diagnosed with cancer in their lifetime. Despite cancer treatment including chemotherapy for 40-70% of patients, local or distant tumor recurrence through metastasis occurs at an alarming rate varying with cancers with 30% recurrence in breast cancer and nearly 100% recurrence for glioblastoma, the most common primary brain tumor in adults. Tumor recurrence occurs due to the presence of a population of cancer cells that are resistant to chemotherapy and radiation, termed cancer stem cells. Moreover, cancer stem cells are highly tumorigenic and are also associated with cancer progression where they facilitate metastasis. Presently, there are no adjunct therapies on the market that effectively target and eradicate glioblastoma tumors, or importantly the cancer stem cells responsible for recurrence. Similarly, cancer stem cell-targeting treatments are yet to be approved for other cancers characterized by this lethal oncogenic cell type. A new therapeutic approach, such as Acomhal’s, targeting this underlying mechanism of resistance and recurrence, would transform the treatment paradigm for glioblastoma and many other cancers.","Acomhal has discovered a way to effectively and specifically kill cancer stem cells, with the potential to provide more effective treatment for a broad array of cancers. The company’s strategy is to develop its lead compound, a first-in-class peptide drug that targets cancer stem cells, as a novel adjuvant therapeutic for combination therapy with current cancer treatments, resulting in prevention of tumor recurrence and metastasis. Peptides present several advantages when compared to small molecules and kinase inhibitors, with peptides demonstrating higher specificity in targeting cancer cells and/or their associated tumorigenic aspects, and exerting lower toxicity in normal tissues. Acomhal is developing a therapeutic platform to optimize the delivery of its peptide for different indications. This includes FDA-approved biodegradable nanoparticles encapsulating the peptide, and gene therapy utilizing viral vectors. For its first indication, glioblastoma, Acomhal’s peptide has demonstrated efficacy in targeting and killing glioblastoma cancer stem cells in multiple in vitro models, and also pre-clinically in small animal glioblastoma models. Acomhal is also developing its peptide drug for the treatment of other cancers including breast and colon. Our preliminary work demonstrates significant reductions in breast cancer cell lung metastasis in pre-clinical small animal models, and effective killing of colon cancer stem cells in vitro.","Cancer stem cells, therapeutic peptide, viral vector, glioblastoma, breast cancer, colon cancer, metastasis, epithelial-mesenchymal transition, drug resistance","https://jnjinnovation.com/JLABSNavigator/company/Acomhal_Research,_Inc.","No","No",""
"Acorn Biolabs","JLABS @ Toronto (Toronto)","Alumni","","","MedTech","Other (MedTech)","Live Cell Collection, Cryopreservation & Analysis",,"Consumer","Skin Health","Live Cell Collection, Cryopreservation & Analysis",,"Cell cryopreservation and analysis.","New therapies continue to be developed that use a patient's own cells. Disease and age dramatically reduce a cell’s potential to be used towards these endeavors. By preserving younger healthy cells, we remove the otherwise inevitable limitations of aged and diseased cells.","We provide non-invasive cell collection and cryopreservation available from an at-home-send-back kit without the need of a healthcare professional present. We collect culturable adult cells with a proven capacity to be converted into iPSCs and DNA for whole genome sequencing","DNA, Cell Therapy","https://jnjinnovation.com/JLABSNavigator/company/Acorn_Biolabs","No","No",""
"Actavalon","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","Oncology","Immuno-Oncology",,"Pharmaceuticals","Immunology","Gastroenterology",,"Actavalon is developing small molecule modulators of Aryl Hydrocarbon receptor (AhR) for immuno-oncology (I-O) and autoimmune diseases.","Therapeutic targeting of the immune system with monoclonal antibodies (Keytruda, Yervoy, Opdivo, Humira and etc) has several limitations and drawbacks, such as low response rates, adverse events, high cost of manufacturing and administration of drugs to patients.","Use small-molecule drugs to target the immune system.  The aryl hydrocarbon receptor (AhR) regulates immune function as a response to environmental signals.   AhR activation results in a polarization of CD4+ T cells towards suppressive FoxP3+ regulatory T cells (Tregs), to the generation of immune-tolerant dendritic cells (DCs) and to the M1 => M2 macrophage polarization.  Actavalon has developed three series of small molecule selective AhR modulators (SAhRMs) with full agonist, partial agonist, partial antagonist and full antagonist activities.  Our AhR antagonists prevent T cell exhaustion and shift T cell lineage fate towards cytotoxic T cells and away from Treg cells.  Our AhR agonists shift T cell lineage fate towards Treg cells.","Immuno-oncology, Autoimmune, Aryl Hydrocarbon Receptor, AhR","https://jnjinnovation.com/JLABSNavigator/company/Actavalon","No","No",""
"Acuamark Diagnostics","JLABS @ NYC (New York City)","Current Resident","","","Pharmaceuticals","Oncology","Platform","Diagnostics",,,,,"Point of care blood based oncology diagnostic platform.","Over 60% of all cancers are detected too late, with huge medical costs and poor survival. As an example, for colorectal cancer (CRC), when detected in stage I, survival rates exceed 90%. Acuamark's early-detection technology is designed to serve 100M people in the US and 170M people in EU alone. For pan-oncology, an accessible, efficient and accurate early detection blood test can eventually save over 300,000 lives annually in the US and over 4,000,000 lives globally; it can save $300 billion in annual healthcare costs in the US alone.","Currently, approaches in development in the early-detection segment consist of conventional NGS, proteomics and qPCR-based testing. Acuamark’s novel assay technology is highly differentiated from other approaches and designed to help overcome the shortfall in sensitivity and/or specificity that conventional technologies (qPCR, NGS) demonstrate.","Oncology, Diagnostics, Platform, Pharmaceuticals","https://jnjinnovation.com/JLABSNavigator/company/Acuamark_Diagnostics","No","No",""
"Adapsyn Bioscience","JLABS @ Toronto (Toronto)","Alumni","","","Pharmaceuticals","Infectious Diseases","Platform","Microbiome",,,,,"Adapsyn Bioscience is a chemical bioinformatics company that discovers and develops novel small molecule therapeutics. Adapsyn?s platform analyses metabolomic and genomic data from bacteria to identify, isolate, characterize, and assay novel drug-like molecules, and we have established the capability to screen thousands of compounds per year. We can identify gene clusters that encode small molecules that target specific enzymes, and we can evaluate a molecule?s potential to be developed as a therapeutic based on our analysis of the gene cluster alone. The technology can be applied to find new drugs in the fields of oncology; bacterial, fungal and viral infection; autoimmune disorders; cardiovascular and lipid metabolism disorders; neuroscience; and others. In 2016, Adapsyn established a partnership with Pfizer Inc., and completed an initial financing in 2017 that was co-led by Genesys Capital and Pfizer Ventures.","Low productivity and high rates of rediscovery in bacterial secondary metabolite identification, isolation, and evaluation","The company applies proprietary artificial intelligence and machine learning to both genomic and metabolomic data to identify and isolate novel compounds encoded by microbial genomes. We are able to go from gene cluster sequence to novel, purified compound in less than six weeks, and we have developed the capability to screen thousands of novel therapeutic candidates per year.","Chemical Biology, Bioinformatics, Bacterial Metabolites, Natural Product, Chemistry Discovery, Immunology, Oncology, Antibiotics","https://jnjinnovation.com/JLABSNavigator/company/Adapsyn_Bioscience","No","No",""
"Adicet Bio, Inc.","JLABS @ SSF (South San Francisco)","Alumni","","","Pharmaceuticals","Oncology","Hematologic Malignancies",,,,,,"Adicet Bio, Inc. is a privately held, pre-clinical stage biotechnology company engaged in the design and development of cutting-edge immunotherapies for cancer and other disease indications, with a focus on novel universal immune cell therapies (uICT).","Cancer continues to be a disease of high medical needs and new technologies are required to more effectively treat cancer patients","Adicet is harnessing the power of the immune system and is developing novel, off-the-shelf, tumor specific gamma delta (??) T cell therapy engineered with CARs and TCRs to boost the failing immune systems of cancer patients with different tumor types, as well as other diseases.  In 2016, Adicet established a strategic collaboration with Regeneron Pharmaceuticals, Inc. to develop a pipeline of next-generation engineered immune-cell therapeutics for selected targets in oncology. 
Adicet ?? T cell technology is complemented by unique capabilities to define novel cancer targets including targets derived from both the extracellular and intracellular proteomes for discovery of novel receptors and their utilization for related therapeutic products.  Adicet has proven its ability to generate high affinity, high specificity T-Cell Receptor-Like monoclonal antibodies (TCRLs) directed to the disease specific peptides presented in the context of the MHC class 1 complex.   These TCRLs can be used to arm ?? T cells or developed, in partnership, as bispecific antibodies or antibody drug conjugates.","Antibodies","https://jnjinnovation.com/JLABSNavigator/company/Adicet_Bio,_Inc.","No","No",""
"Adipomics","JPOD @ Philadelphia (Philadelphia), JLABS @ Washington, DC (Washington, D.C.)","Current Resident","","","Pharmaceuticals","Other (Pharmaceuticals)","Platform","Diagnostics","Pharmaceuticals","CVMRPH","Diabetes & Obesity",,"Adipose-based diagnostic and therapeutic platform.","Obesity is a clear public health crisis, with 42% of US adults classified as obese. In fact, more than 1 billion people worldwide will suffer from obesity by 2030. Likely twice that number will be overweight. Excess weight leads to various diseases including common forms of Diabetes Mellitus (Type 2 and gestational) and cardiovascular disease, resulting in heart attacks, strokes, and early death. We discovered that fat cells (adipocytes) shed genetic material in tiny vesicles called exosomes that mediate these diseases. These exosomes carry signals that are detectable far earlier (months to years) than the current laboratory tests, thus enabling earlier intervention in the disease process, when treatment is likely more effective.","Moving past classically incomplete definitions of obesity [i.e., body mass index (BMI)], improved definitions account for unhealthy fat, also known as adiposopathy. Although a definition for adiposopathy is evolving, Adipomics discovered that unhealthy fat contributes to obesity-driven diseases by releasing genetic material (microRNA) in carriers called exosomes. These microRNAs regulate pathways that cause cardiometabolic diseases. We developed a proprietary methodology to isolate adipocyte-derived exosomes from blood and urine. Our initial diagnostic focus is on a urine-based assay for early pregnancy detection of Gestational Diabetes Mellitus (GDM). The assay measures changes in a specific set of adipocyte-derived exosomal microRNAs anticipating a diagnosis of GDM in the first trimester of pregnancy when the fetus is developing. This contrasts with the current standard which typically cannot make the diagnosis until the third trimester. Other panels are planned for Type 2 Diabetes Mellitus and Non-alcoholic Fatty Liver Disease.","","https://jnjinnovation.com/JLABSNavigator/company/Adipomics","No","No",""
"Aequor Inc.","JLABS @ San Diego (San Diego)","Alumni","","","Consumer","Self Care","Oral Care",,"MedTech","Surgery",,,"Developing novel small molecules that present broad-spectrum antimicrobial properties against bacterial and fungi, including the antimicrobial-resistant (AMR) Superbugs, and developing products containing them.","The overuse of antimicrobial biocides and antibiotics has triggered the emergence of antimicrobial resistant (AMR) pathogens -- the Superbugs.  Their first and often only resistance response is to form ""biofilm"" -- a glue-like substance that shields the pathogen from antimicrobial biocides, antibiotics, and the immune systems of animals and humans.  Once formed, biofilm is extremely hard to remove, captures multiple species in the same biofilm, enabling horizontal gene transfer among species, and eventually sloughs off in air, water and on contact and transports the entire colony to new sites.  
As formulators of agroindustrial and consumer products increase the levels of antimicrobials used in order to curb bacterial and fungal degradation and contamination, the pathogens form thicker biofilm.  The toxic load on ecosystems and organisms from this exposure has created surging consumer demand for ""green"" alternatives.  Current natural and ""green"" alternatives, including silver and copper, cannot remove biofilm and are failing to control AMR contamination.
In healthcare, biofilm is associated with 90% of hospital-acquired infections (HAIs), most chronic wounds and bacterial and fungal infections, and community-transmitted transmission (schools, playgrounds, marketplaces, food, etc.). Every pathogen on the CDC and WHO threat lists and every AMR strain is a biofilm-former. In 2016, Aequor was invited to speak on biofilm and One Heakth at the UN General Assembly, when Antimicrobial resistant (AMR) was declared the greatest threat to mankind's survival, projecting economic burdens of $100 trillion and 10 million lost lives by 2050.  The Gates Foundation estimates 50 million deaths from an AMR pandemic. In 2019, 1.7 million people died from AMR infections, of which 24,000 were in the U.S. In April 2020, the CDC reported that 20% of COVID-19 deaths were due to contaminated catheters and respirators, representing over 50,000 deaths and counting.","Aequor discovered novel small molecules in the ocean that remove biofilm in minutes and prevent its formation for days, as well as kill a broad spectrum of AMR and multi-drug-resistant (MDR) pathogens alone and in combination with ineffective antibiotics (including Penicillin), ""potentiating"" them to work at sub-MIC doses.
Upon validating the efficacy of Aquor's primary natural chemical, Lonza stated: ""Nothing known can remove biofilm at non-toxic doses.""  
Aequor's portfolio of small molecules are divided by end-use:
--Novel natural chemicals are effective against a broad spectrum of bacteria and fungi, including mixed species oral flora bacteria (Streptococcus mutans, S. gordonii), A. baumannii carbapenem-R, S. enterica fluoroquinolone-R, E. coli carbapenem-R, P. aeruginosa carbapenem-R, S.aureus, MRSA, VRSA, MDR-Staph, Candida albicans, Candida auris, Aspergillus brasiliensis, etc.  These are earmarked as ingredients for formulators of consumer and agroindustrial products where the ""natural"" is desirable.  These require biosynthesis, scale-up and EPA/FIFRA regulatory approval.
--30 Novel synthesized analogs are earmarked as new drug candidates.  Aequor has reached Hit-to-Lead level with several of these, but they require chemical synthesis and scale-up before they can enter the FDA pipeline.  The NIH/NIAID and DOD/AMRIID offered Aequor free pre-IND trials for up to 9 new drug candidates (value $18M) because of their efficacy against AMR and MDR pathogens sent to Aequor by the CDC and NIH.  Aequor's subsidiary in the UK, Aequor Ltd., won a Horizon 2020 Phase I grant in the BioMed category for developing topical therapeutics for skin and soft tissue infections and wound care treatments.  Aequor missed Phase II by one point, allegedly because of Brexit, and is looking for a new location.
--40 synthesized analogs are already available at commercial scale (ton quantities) and 25 are approved under the EPA Toxic Substances Control Act, certified as non-toxic and ""green.""  These are Aequor's low hanging fruit.  In addition to selling ingredients to product formulators to replace toxic biocides, Aequor developed several proprietary end-use products:
     -water treatments. NASA was our first customer.  In a three-year project, one dose of Aequor's treatment removed biofilm and bacterial contamination from the water reuse/recycling system used on board the International Space Station for 15 months without replenishment.  For this Aequor won NASA's iTech Award and current accolades for work on the Moon and Mars Missions.
     -boosters for algae and yeast biomass used in biofuel and renewable biobased coproducts:  food (the meatless burger), animal feed, nutraceuticals, plastics, chemicals, etc. 
     -surface cleaners.  With EPA/FIFRA approval, we can make antimicrobial claims.  With FDA approval, we can sell cleaners for critical clinical surfaces.

Aequor is a Woman-Owned Small Business, eligible for 5% of government contracts, and is pursuing B2G sales in addition to B2B sales and licensing.","Antimicrobial, Antimicrobial Ingredients, Antimicrobial Resistance, Bacteria, Biofilm, Device Coating, Natural Product, One Health, Oral Care, Wound Care, antibiofilm, antifouling, fungi","https://jnjinnovation.com/JLABSNavigator/company/Aequor_Inc.","No","No",""
"Aero Therapeutics","JLABS @ San Diego (San Diego)","Alumni","","","Pharmaceuticals","Global Public Health","Device to enable breathing in immature baby lungs",,,,,,"Our patented device oxygenates, warms, humidifies, and sterilizes air against viruses and bacteria before it is delivered in a single, compact, and mobile enclosure to prevent death due to prematurity.","Issues of respiratory distress, particularly for newborn babies.","Our solution addresses market and government failures associated with premature birth in low-resource settings. In low-and-middle income countries clinics lack clean water and stable supply chains, and consumers lack purchasing power. They need a device that is self-sterilizing due to not having access to clean water. In high-income countries there are hard to reach pockets of poverty, like rural Alabama in the US, that have similar situations in that they need lower-cost devices that are rugged and mobile. The pandemic is also showing a light on the need for self-sterilizing devices in HIC markets. Too often low-cost devices do not take regulatory concerns into consideration nor do they have defensible patents.","Pre-term Birth, Newborns, Respiratory Distress","https://jnjinnovation.com/JLABSNavigator/company/Aero_Therapeutics","No","No",""
"Aggamin","JLABS @ NYC (New York City)","Alumni","","","Pharmaceuticals","Other (Pharmaceuticals)","Preeclampsia",,,,,,"Aggamin is developing therapies for preeclampsia, a currently untreatable disease affecting up to 10% of pregnancies with an estimated US health care cost of $7b/yr.","Unmet medical needs for women's health.","Issued IP for validated pathways.   Company founders successfully commercialized diagnostic for indication creating market for therapy.","Biologic Drug, Orphan Drug, Preeclampsia, Rare Disease, Therapeutic, Women's Health","https://jnjinnovation.com/JLABSNavigator/company/Aggamin","No","No",""
"AgilVax, Inc.","JLABS @ TMC (Houston)","Alumni","","","Pharmaceuticals","Oncology","Immuno-Oncology",,"Pharmaceuticals","Oncology","Vaccine",,"AgilVax is a biopharmaceutical company that discovers and develops targeted antibody-based therapeutics to treat multiple types of cancer. The Company has three development programs targeting xCT: (1) an antibody-drug conjugate, (2), a conjugated radiopharmaceutical, and (3) AX09, a VLP-based therapeutic vaccine.","Numerous cancer types are highly resistant to traditional therapies due to oxidative stress induced by cancer cell metabolism. Oncogenic mutations of KRAS, KEAP1/NRF2, STK11, and LKB1 are frequent driver mutations in colorectal, breast, non-small cell lung (NSCLC), liver, and pancreatic cancers leading to metabolic changes and altered cellular signaling that can increase the production of intracellular reactive oxygen species (ROS). Increases in ROS have been shown to drive tumor progression and resistance to treatment leading to poor overall survival. For example, NSCLC patients with KEAP1/NRF2 mutations have an overall median survival of 10 months vs. 24 months without the mutations regardless of treatment. Targeting redox-sensitive pathways and transcription factors offer great promise for cancer therapy","AgilVax has developed a patent-pending, antibody-drug conjugate (ADC), AX30, that targets the cystine-glutamate antiporter, xCT (SLC7A11). SLC7A11 is essential for initiating tumor formation and metastatic spread by reducing the oxidative stress in several oncogenic KRAS-mutant cancers, such as pancreatic ductal adenocarcinoma, colorec¬tal adenocarcinoma, and lung adenocarcinoma. As a class, ADCs are experiencing a resurgence with several recent product approvals (Enhertu®, Tradelvy®, Padcev®) and new investment funding to develop novel ADCs. 
      
AgilVax has evaluated numerous ADCs with various linkers and payloads in murine tumor models using KRAS mutant cell lines and determined that pyrrolobenzodiazepine (PBD) dimers demonstrate the most potent in vivo activity.  More specifically, murine AX30 with a val-ala-PAB tesirine significantly reduced CT26 (Kras G12D) tumor volumes in BALB/c mice. Additionally, chimeric AX30 val-ala-PAB tesirine treatment of nude mice implanted with H460 (KRAS G13D) cells reduced tumor volume by 90% compared to control animals 21 days after the start of treatment. 

AX30 is well positioned for 2nd line (and later) therapy as a viable option for patients with progressive or drug resistant cancers. A clinical biomarker is available to identify suitable patients that overexpress xCT. A Phase I/II study is planned to support a FDA Fast Track designation with a goal of accelerated approval. According to GlobalData, the U.S. market is forecasted to be $6 billion by 2025 for 2nd line (and later) therapy in metastatic colorectal, HER2- breast, and NSCLC cancers providing a significant market opportunity. The development landscape includes glutamine inhibitors being studied in early clinical trials in combination with standard therapies for redox control.","ADCs, Antibody Drug Conjugate, Breast Cancer, Cancer Vaccine, Colon Cancer, KRAS, Lung Cancer, Vaccine","https://jnjinnovation.com/JLABSNavigator/company/AgilVax,_Inc.","No","No",""
