Company Name,Company Link,Description,Location,Founder Email
Stix,https://getstix.co/,"Stix is a direct to consumer women’s health brand. We’re creating a suite of the most stigmatized over-the-counter products, starting with pregnancy tests. We deliver to our customers in a way that is discreet, convenient, gynecologist approved—and at a lower price. We’re innovating in health categories where women need new options, but dread buying at pharmacies.
Founders: Jamie Norwood, Cynthia Plotch
founders@getstix.co

Website
@getstix",Consumer,
Stray Boots,https://www.strayboots.com/,"Stray Boots uses mobile technology to turn exploring the real world into a game. Like your own private Amazing Race, its games are full-blown experiences that make navigating the physical world fun and engaging. Its games are enjoyed by locals and tourists, and have been profiled in Travel & Leisure, The New York Times and Fast Company.
Founders: Avi Millman, Scott Knackmuhs, Noemi Millman
founders@strayboots.com

Website
@StrayBoots",Consumer,
Stronger Brains,https://www.strongerbrains.com/,"Stronger Brains is a digital solution that improves the cognitive processes at the core of children’s mental health and wellness. Our software packages proven neuroscience with gamified exercises that adapt to address a child’s unique mental health needs. Our initial studies showed that mental health challenges were alleviated in 56% of at-risk children after using Stronger Brains.
Founders: Cameron Backes, Logan Erickson
founders@strongerbrains.com

Website",Enterprise,
Stylyt,,"Stylyt is a visual, interactive, and predictive platform for branded fashion collaborations. Our web-based HTML 5 configurator takes fabrics and colors from a brand’s upcoming collection and lets users create virtual products. Stylyt members vote and winning designs are sold exclusively on our site. Our collaborations drive engagement and sales, while providing brands with valuable demand-driven insights.
Founders: Jenny Wu, Nina Cherny
founders@stylyt.com",Enterprise,
Sublayer,https://sublayer.com,"Sublayer lets developers create verified, on-chain resumes using NFTs. Information about a developer’s work inside and outside their company is often locked away, disorganized, or ephemeral. That information would be invaluable for both developers looking for new jobs and employers looking for new talent. With this information on-chain, developers can take their credentials with them throughout their career. This also means the credentials are programmable, allowing the creation of new applications that were previously not possible.
Founder: Scott Werner
founders@sublayer.com


Website
@sublayerapp",Consumer,
SummitSync,http://www.summitsync.com/,"SummitSync is a meetings intelligence platform for corporate sponsors of business conferences and events. We help sponsors discover and schedule key meetings, gain critical insights on their marketing ROI through our partnership with Salesforce, and drive transparency to their-ever increasing event marketing spend.
Founders: John Corrigan, Justin Musterman, Al Torres
founders@summitsync.com

Website
@summitsync",Enterprise,
Suntra Modern Recovery,https://hellosuntra.com/,"Suntra Modern Recovery is a navigation and support platform for families battling addiction. More than 100 million Americans know someone with an addiction, but lack knowledge on how to assist those in need. Our platform combines automated tools, educational content, virtual groups, and expert counseling, which together accelerate access to affordable care.
Founders: Jean-Luc Neptune, MD MBA, John Roesch, CASAC CIP
founders@hellosuntra.com

Website
LinkedIn",Enterprise,
Sweeps,https://www.sweeps.fyi/,"Sweeps is a bank account for sports fans. As a reward for depositing or spending, our customers win cash prizes based on the results of sports matches. Using new federal regulation, we offer games that make banking exciting; this drives cheap customer acquisition and higher LTV. 
Founders: Owen Monagan, Oisin Tiernan
founders@sweeps.fyi


Website
Sweeps on Discord",Consumer,
Sweet Technology,https://www.getsweet.com/,"Sweet is a cloud based inventory and operations management platform helping wholesalers, manufacturers and retail companies streamline and automate their back-office operations. Our solution allows companies to manage inventory, fulfillment workflows, and multi-channel sales in one place. Sweet replaces antiquated systems that dominate today’s market, helping companies gain efficiencies and grow profitably, while reducing costly mistakes.
Founders: Ed Chang, Puja Singh
founders@getsweet.com

Website
@SweetTechInc",Enterprise,
Tapactive,https://www.facebook.com/tapactive,"Tapactive is a membership-based service that provides clients with unlimited workouts for a monthly fee. Members choose which training, yoga, boxing or other workouts they want, schedule sessions online and meet trainers at their home, office, park or one of our partner gyms. Like Netflix for Training, we offer more workouts for less.
Founders: Robert Victor, Dan Oved
founders@tapactive.com

Website",Consumer,
TapFame,https://tapfame.com/,"Tapfame is where mobile developers and designers get credit for the apps they’ve built. Our mission is to make it easy for you to showcase your work, learn about new mobile technologies and find other mobile developers to work with and collaborate with.
Founders: Satjot Sawhney, Ankit Ranka
founders@tapfame.com

Website
@tapfame",Enterprise,
Techmate,https://www.techmate.com/,"Techmate is a platform that provides businesses with on-demand technical support. Focusing on remote and satellite offices, we match customers with IT experts based on office location, appointment time, and job scope. With Techmate, businesses get a vetted, highly-qualified technician on-site in two hours – at half the industry rate.
Founders: David Brock, Nicole Beals
founders@techmate.com

Website
@techmatetechs",Enterprise,
Tembo Health,https://www.tembo.health,"Tembo Health is a telemedicine practice serving skilled nursing facilities. We deliver patient care for difficult-to-access specialties like psychiatry and cardiology using technology and proprietary workflows. Our physicians have better access to patient data, resulting in superior care plans; nursing homes benefit from improved quality scores, fewer hospital readmissions, and increased revenue.
Founders:  Anurag Gupta, Adarsha Bajracharya, John Lazos, Tanya Perkins
founders@tembo.health

Website",Enterprise,
Tensile,https://www.tensilepayments.com/,"Tensile is an online incentive platform that rewards customers for paying directly from their bank accounts. Our platform allows merchants to quickly and easily create incentives that save them money and give their customers more value at checkout. Shopify merchants can install and go live on Tensile in less than 10 minutes.
Founder: Hugh Morton
founders@tensilepayments.com

Website",Consumer,
The Bright App,https://www.getbright.app/,"The Bright App The Bright App is the world’s first platform for live 1-on-1 personal training (PT) over 2-way video chat. Clients get the fitness outcomes of PT with at-home convenience, while saving 50% compared to the same training at gyms. We offer our services to companies as a premium wellness benefit, with PT clients paying $10k per year.
Founders: Nerissa Zhang, James Zhang
founders@getbright.app

Website
@thebrightapp",Enterprise,
The Verticale,https://www.theverticale.com/,"The Verticale is an e-commerce marketplace for conscious consumerism where people can shop values-driven digitally native brands in one trusted place. We curate around our 10 Verticale Values, such as sustainability, ethical production, and for women by women. In doing this, we are redefining the multi-brand retail experience and meeting the evolved needs of today’s Millennial and Gen Z customers.
Founders: Jaclyn Grauman, Michelle Silverstein
founders@theverticale.com

Website
theverticale",Consumer,
Theta,,"Theta is a cloud-based blueprint analysis and cost estimation tool for the construction industry. We use machine learning and image recognition to analyze blueprints and make them fully searchable by both text and images. Theta automates the estimation process, enabling developers and contractors to quickly price projects, replacing inefficient and error-prone manual processes.
Founders: Ryan Watson, Chris Kapsaroff, Joel Simon",Enterprise,
Thirty Madison,https://thirtymadison.com/,"Thirty Madison is the premier healthcare company for people living with chronic conditions. Thirty Madison’s unique care model delivers accessible, affordable care, and superior outcomes for hundreds of thousands of patients. This specialized care model is powered by the company’s proprietary platform: the technology, services, and physical infrastructure needed to provide high-quality care to an increasing number of patients. With Keeps for men’s hair loss, Evens for gastrointestinal conditions, Cove for migraine, and Picnic for allergies, Thirty Madison offers an extensible solution that best serves patients across the vast spectrum of chronic conditions.
Founders: Steve Gutentag, Demetri Karagas
demetri@thirtymadison.com
 

Website
@ThirtyMadison",★,
Threshing Floor Security,,"Threshing Floor Security is a cybersecurity company. Our product integrates with the most widely-used enterprise security products, enabling security teams to find the alerts that matter in their network. We collect, aggregate, and analyze internet background noise, including authentication attempts, network scans, and web scrapers.
Founder: Curt Barnard
founders@threshingfloor.io

@ThreshSec",Enterprise,
Tire Agent,http://tireagent.com/,"Tire Agent is a leading eCommerce destination for the sale of new tires, wheels, and other automotive accessories. We turn a confusing and intimidating purchase into an elegant online shopping experience, powered by a unique financing tool that allows every American to select, purchase, and pay for the perfect tires.
Founders: Jared Kugel
founders@tireagent.com

Website
Tire Agent on Instagram",Consumer,
Tongo,https://gettongo.com/,"Tongo is building the financial toolkit that helps self-employed professionals set and meet their financial goals. We’re starting in real estate, where 2.5M residential real estate professionals earn $140B in annual commissions, and need cash flow stability to grow, save, and invest.
Founders: Brandon Wright, Luis Scull, John Macris, Patrick Waltinger

Website",★,
Top Corp,http://www.topcorp.com/,"Top is a multi-channel, data-driven engagement platform. We enable companies to seamlessly create interactive content, like live voting, games, and competitions, to collect privacy compliant data, without the use of cookies. Using AI, we continuously build customer profiles that feature valuable insights, including shopping preferences and purchase intent.
Founders: Will Cohen
founders@topcorp.com

Website
@thetopcompany",Enterprise,
Topmarq,https://www.topmarq.com/,"Topmarq is a bidding marketplace where sellers get instant offers from online and local car dealers. Sellers gain confidence through multiple offers; dealers get access to cheaper inventory. By buying directly from private parties, dealers cut inventory acquisition fees by up to 80% on the 13 million vehicles per year they buy from wholesale auctions.
Founder: Quinn Osha
founders@topmarq.com

Website
@Topmarq",Enterprise,
Traansmission,,"Traansmission is a cloud-based platform for the shipping industry that allows shippers and truckers to communicate directly, in real time, without the hassle of a broker. Traansmission automatically matches carriers to available shipments, increasing route efficiencies, filling empty cargo space and lowering costs.
Founders: Jason Cahill, Emil Lamm Nielsen",Enterprise,
Trendalytics,https://www.trendalytics.co/,"Trendalytics provides brands and retailers decision support software for merchandise trends. It marries online search behavior and consumer engagement with products across the social web. We empower organizations with the data-driven consumer insights they need to make informed merchandising and creative marketing decisions rather than relying on intuition alone.
Founders: Karen Moon, Chao Huang, Jian He
founders@trendalytics.co

Website
@TrendalyticsCo",Enterprise,
TripleLift,http://triplelift.com/,"TripleLift creates advertising technology for the next generation of content. The company’s platform spans native, branded content, video and OTT. TripleLift helps marketers reach hundreds of millions of consumers across any device, in as many channels as possible, while staying true to our core value of providing the most user-centric forms of advertising for each channel.
Founders: Eric Berry, Shaun Zacharia, Ari Lewine
founders@triplelift.com

Website
@TripleLiftHQ",Enterprise,
Triplemint,https://www.triplemint.com/,"Triplemint is a technology-enabled real estate brokerage that makes it easier to buy, sell and rent homes. Triplemint gives buyers access to homes that haven’t yet hit the market, and helps sellers harness more data when selling their homes. Triplemint believes in empowering buyers, sellers and renters with the right tools and information to gain an edge on the market.
Founders: David Walker, Philip Lang
founders@triplemint.com

Website
@TriplemintNYC",Consumer,
Triyo,http://www.triyosoft.com/,"Triyo is a collaboration and project management platform for enterprises. We give teams in finance and other highly regulated environments a single, centralized overview to monitor complex business processes including document lifecycle, projects, tasks, and audit trails. Our process engine replicates natural group behaviors for teams of any size across multiple geographies.
Founders: Rajiv Chatterjee, Puneet Malhotra
founders@triyosoft.com

Website
@triyosoft",Enterprise,
TwoSense,https://www.twosense.ai,"TwoSense is a service that makes mobile apps more secure and easier to use through passive behavior-based authentication. We use Deep Learning to model the user’s unique behavior, like their gait, the way they interact with their phone, and where they spend time. With TwoSense, users are continuously authenticated more accurately than a fingerprint.
Founders: Dawud Gordon, John Tanios
founders@twosense.ai

Website
@twosenselabs",Enterprise,
uGO Health,,"uGO Health is a personal health assistant. Our mobile product helps users understand when and where to access care based on their symptoms or condition. Consumers save time and money while dramatically lowering healthcare costs; health insurers benefit from reducing avoidable emergency room visits.
Founders: Karim Farag, Josh Wildstein
founders@ugohealth.com

@ugo_health",Consumer,
Undock,https://undock.com,"Undock is a SaaS platform for scheduling, coordinating, and hosting meetings. Our predictive AI model instantly discovers the ideal meeting time for participants by comparing availability, preferences, and behavior. Undock uniquely gives teams and organizations a single place for collaborative agendas and notes that overlay on any conferencing platform.
Founders: Nash Ahmed, David Altman
founders@undock.com

Website
@undockhq",Enterprise,
User Interviews,http://userinterviews.com,"User Interviews is a SaaS tool that designers and product managers use to manage their usability tests and user research studies. We make it incredibly simple to conduct user research, so companies can be confident in their product and marketing decisions.
Founders: Basel Fakhoury, Dennis Meng, Bob Saris
founders@userinterviews.com

Website
@userinterviews",Enterprise,
Vetty,https://vetty.co/,"Vetty is an automated screening solution delivering fast, affordable and highly personalized background checks. We allow organizations to reduce risk through screening of employees, contractors and suppliers using our intuitive, low-cost, secure and compliant platform.
Founders: Subrat Nayak, Mike Cerrone
founders@vetty.co

Website
@Vetty",Enterprise,
VidRocket,http://www.vidrocket.com/#/,"VidRocket optimizes your online video marketing. Our platform helps content creators, media networks, and brands use online video to promote their business on YouTube and across other social media platforms. Online video is growing rapidly and companies need better tools to manage their video marketing campaigns.
Founder: Rami Bitar
founders@vidrocket.com

Website",Enterprise,
Vincent,https://www.withvincent.com/,"Vincent is a first-of-its-kind search engine designed to help you find new, high-quality investment opportunities. We aggregate thousands of investment offers from platforms and unite those offers with third-party data and insights. This means a better investing experience, one tailored specifically for you and your future portfolio.

Website
@DiscoverVincent",★,
Virtuleap,https://virtuleap.com/,"Virtuleap is a next-gen diagnostic that helps pharmaceutical companies accelerate the approval of drugs designed to treat cognitive illnesses. The company’s library of VR games are designed by neuroscientists to evaluate a range of cognitive abilities, and then apply that data to screen the patient profiles that have the best possible treatment outcomes.
Founders: Amir Bozorgzadeh, Hossein Jalali
founders@virtuleap.com

Website
@Virtuleap",Enterprise,
Vital,http://vitalbio.com/,"Vital is an ecosystem of devices, people, and data to enable proactive and preventative care.
founders@vitalbio.com

Website",★,
VocalizeLocal,,"VocalizeLocal delivers marketing tools and services to local businesses that improve the way they manage their customer reviews, local directories, and mobile presence. By uniquely focusing on low priced, highly effective, and dead simple tools for local businesses, we are changing the economics associated with selling to local businesses.
Founders: Philip Krim",Enterprise,
VOIQ,https://www.voiq.com/,"VOIQ is SaaS platform powered by AI voice bots. Our AI Voice suite lets companies use conversational voice bots on their websites and over the phone channel to connect, qualify, and engage their leads/customers through highly-personalized, human-like voice conversations.
Founder: Ricardo Garcia-Amaya
founders@voiq.com

Website
@VOIQinc",Enterprise,
Voyant Photonics,https://www.voyantphotonics.com/,"Voyant Photonics is a next-gen LiDAR  sensor company. We use silicon photonics to create a new class of imaging 3D sensors that fit in the palm of your hand and can measure range and velocity for less than 1/10 the cost of anything currently available.  Voyant will bring reliable machine perception to a range of industrial and consumer applications, far beyond autonomous cars.

Website",★,
WATS,https://www.getwats.com/,"WATS decarbonizes commercial buildings with B2B waste reduction software, delivering automated waste operations analysis with actionable steps, all leading to carbon impact reduction. WATS unlocks cost savings, identifies noncompliance with local regulations, and helps businesses capitalize on the value in their waste.
Founders: Meredith Danberg-Ficarelli, Laura Rosenshine
founders@getwats.com

Website",Enterprise,
Wav AI,https://www.wavai.xyz/,"Wav AI is a SaaS platform that allows developers and organizations to build safer products that respond to non-voice sound (e.g., smoke alarms, elderly distress, home invasions, etc.). Current safety systems rely heavily on visual information, and Wav AI’s platform makes it possible to understand what is going on in any stream of audio.
Founders: Jonah Katz, Andrew Hamilton
founders@wavai.xyz
 


Website",Enterprise,
WearWorks,https://www.wear.works/,"WearWorks is a haptic platform company that builds products and experiences that communicate information through touch. Our first product, Wayband, is a wayfinding app that helps a person navigate using only vibrations. And Wayband helped the first person who is blind to run in the NYC marathon without sighted assistance.
Founders: Kevin Yoo, Keith Kirkland
founders@wear.works

Website
@WearWorksinc",Consumer,
WebThriftStore,https://www.webthriftstore.com/,"WebThriftStore provides a private label eBay solution for charities that enables anyone to turn their unused “stuff” into tax-deductible, charitable donations. We make it easy to offer anything online, and use your social network to convert it into cash for the charity of your choice.
Founders: Douglas Krugman, Lynn Zises, Mike Sher, Dan Napolitano
founders@webthriftstore.com

Website
@WebThriftStore",Enterprise,
Welnys,https://www.welnys.com/,"Welnys is a marketplace for workplace wellness services. We connect companies to vetted health and wellness professionals in yoga, nutrition, meditation and more. With Welnys, employers can create, manage and measure the programs employees want; vendors are matched to jobs that are safe, recurring and profitable.
Founder: Heather Waibel
founders@welnys.com

Website
@usewelnys",Enterprise,
Whether,https://www.whether.ai/,"Whether is a platform that predicts the business impacts of extreme weather in real-time using a combination of remote sensing and AI. Our products help businesses take control during events like hurricanes and tornadoes, by preparing intelligently and reacting quickly.
Founders: Vijay Jayachandran, Peter Watson
founders@whether.ai
 

Website",Enterprise,
With Clarity,https://www.withclarity.com/,"With Clarity is an online, direct to consumer home try-on engagement ring company. We offer a new process for buying an engagement ring; browse finely custom crafted rings online and try your favorites at home.
Founders: Slisha Kankariya, Anubh Shah
founders@withclarity.com

Website
@MyWithClarity",Consumer,
Wizpert,,"Wizpert lets bloggers monetize their blogs by taking calls from readers who need advice. We instantly connect users for a live conversation with an expert who can help with questions on a wide range of topics, from parenting to nutrition and travel. Wizpert offers immediate access to a simple, helpful form of human communication.
Founders: Michael Weinberg, Stefan D’Heedene

@wizpert",Consumer,
Workback,https://www.workback.xyz/,"Workback’s personalized education benefits help companies to retain talent with curated learning, a $100BN+ market. Companies waste billions on training that employees don’t use – we’ve designed Workback’s virtual learning wallets and career-specific suggestions to reduce waste with employer-funded education. Our founders bring 10 years’ experience from PwC and Deloitte’s future of work practice, and have traction with the Trade Desk, Branch.io, and a waitlist.
Founders: Chris Kluesener, Jonathan Sobin 
founders@takeworkback.com 

Website
@takeworkback on Instagram",Enterprise,
Woveon,https://www.woveon.com/,"Woveon is a customer engagement platform for enterprises that aggregates conversations from channels including CRM, phone calls, email, and social media onto a single dashboard. We use AI to surface the information most relevant to managing and resolving customer inquiries, resulting in more productive consumer interactions with better outcomes.
Founders: David Dinh, Adam Rawot, Chadwick Wingrave
founders@woveon.com

Website
@woveon",Enterprise,
YellowTin,https://www.yellowtin.com/,"YellowTin is a platform that helps companies achieve net-zero targets by educating and incentivizing employees to adopt clean energy solutions at home and when commuting to work (Scope 3 emissions). Through a company co-branded marketplace, employees receive personalized savings recommendations and incentives – down to the zip code – for everything electric – from solar power to EVs to heat pumps.
Founders: Vishwas Ganesan, Paul Meagher
founders@yellowtin.com

Website
@YellowTin",Enterprise,
Yieldeasy,https://www.yieldeasy.com/,"Yieldeasy is a two-sided marketplace for real estate lenders and high yield investors that offers short term real estate bridge loans in the form of fractional investing. Yieldeasy helps create passive income opportunities for those looking for real estate exposure without the traditional strings attached. 
Founder: Jeff Gopshtein
founders@yieldeasy.com


Website
@yieldeasy",Enterprise,
Yogi,https://www.meetyogi.com/,"Yogi is a SaaS tool that uses AI to process and understand a company’s customer feedback data across all channels, from product reviews to customer interviews to usability tests. We transform raw information into actionable insights that help organizations better sell to and serve their customers.
Founders: Chad Becker, Gautam Kanumuru
founders@meetyogi.com

Website
@yogi_feedback",Enterprise,
Young Alfred,https://youngalfred.com/welcome,"Young Alfred is an online marketplace to easily compare and buy home insurance. We use machine learning to identify customer risks and needs prior to presenting custom recommendations. We solve the insurance distribution problem with one platform to shop, bind, and manage coverage.
Founders: David Stasie, Jason Christiansen
founders@youngalfred.com 

Website
@theyoungalfred",Consumer,
Zendata,https://www.zendata.dev/,"Zendata is an AI-enabled auditing platform that helps B2C companies scan and remediate privacy & data risks across different surfaces (websites, APK/IPAs, APIs, SDKs, and repos). The platform can be up and running in minutes and incorporates industry/region-specific checks that auto-update.
Founders: Narayana Pappu, Pedro Pinango
founders@zendata.xyz

Website
LinkedIn",Enterprise,
Zenlaw,https://zenlaw.io/,"Zenlaw is an AI platform that transforms complex legal documents into spreadsheets full of facts. Starting with commercial real estate, our AI technology finds data at a 98% accuracy rate, 5% better than paralegals. Our software quickly identifies relevant information, allowing for automation of key business processes such as investment due diligence, and account reconciliation.
Founder: Clement Perrot
founders@zenlaw.io

Website",Enterprise,
